content_type,ID,Category,PairNo,Role1,Text1,Role2,Text2,,,,,,,,,,
faq,jukyo,,,"現在、住居手当は支給されていません。
同一町内に引っ越しました。住居手当の変更もありません。
届出は必要でしょうか。 ",,住民票を異動したのであれば、手当額有無にかかわらず、必ず住居届の申請が必要となります。,,同一町内・引越し・住居手当変更なし・申請必要,,,,,,,,,
faq,jukyo,,,"転居しました。 
現在は妻が契約者で家賃も妻が支払っていますが、5月末に契約が切れるので、更新のタイミングで自分が契約者になります。 
申請はどのように行ったらよいですか。 ",,"①転居時点では「転居」の申請が必要になります。
届出事由：転居
事由発生年月日：住民票の転居日
居住形態：借家借間/その他（上記以外）
添付書類：住民票（申請者記載、３か月以内発行、公印）

②契約者が申請者(職員本人)へ変更した後に、「支給区分の変更」の申請をしてください。
届出事由：その他/支給区分の変更
事由発生年月日：名義人変更の日、更新の日など
　　　　　　　　　　　（契約書にて名義人変更になったことがわかる日）
居住形態：借家・借間/申請者が賃貸人契約者（名義人）である
添付書類：賃貸借契約書のコピー
　　　　　　　（賃貸借人双方の署名または押印、住所、家賃、契約期間）
　　　　　　　※この時は転居していないので住民票の提出は必要ありません。

添付書類は送付票と合わせて労務主管課経由で総務事務センターへお送りください。",,転居・妻契約者・契約更新後に名義変更・申請方法・支給区分変更,,,,,,,,,
faq,jukyo,,,"本市職員同士の夫婦です。
現在配偶者が賃貸借契約者ですが、育休に入るため、扶養手当の申請をしようとしています。
あわせて、居住形態「契約者が扶養親族（扶養手当）」の区分で住居届を申請できますか。
添付書類として家賃の支払い証明は必要ですか。 ",,"配偶者が育休に入ったことを事由に扶養手当の申請をするのであれば、同時に住居届も申請いただけます。
ただし、扶養手当の申請が認められなかった場合は、住居届も認定されないことをご了承のうえ申請ください。
「契約者が扶養親族（扶養手当）である」の区分で申請する場合は、支払証明の添付書類は必要ありません。 また転居を伴わないため、住民票の提出は必要ありません。
提出いただく添付書類は、賃貸借契約書のコピー（賃貸借人双方の署名または押印、住所、家賃、契約期間）です。
添付書類は送付票と合わせて労務主管課経由で総務事務センターへお送りください。",,本市職員夫婦・育休・扶養手当・住居届・家賃支払証明不要,,,,,,,,,
faq,jukyo,,,"今まで本市職員の妻が手当を受給していましたが、産休・育休に入るため、自分が「実質的に家賃を支払っている」区分で申請します。 
妻側からも何か申請が必要ですか。 ",,"配偶者様側からも手当の支給終了の申請が必要になります。

＜配偶者様側＞
事由発生年月日：相手側と同日の事由日 
届出事由：「その他/支給区分の変更」
居住形態：「借家・借間/その他上記以外」 
添付書類：不要

＜申請者様側＞
事由発生年月日：配偶者様側と同日の事由日
届出事由：「その他/支給区分の変更」
居住形態 ：借家・借間/実施的に家賃を(全額)負担している
添付書類：賃貸借契約書、連続3ヶ月分の家賃の支払証明書類、申出書(*)

＊横浜市職員同士で受給者変更をする場合は、相手側職員の同意を確認する必要があるため「申出書」の提出が必要になります。",,配偶者・産休育休・住居手当・支給区分変更・両者申請,,,,,,,,,
faq,jukyo,,,"元々同居しているので、同居人とし住居届を申請していましたが、結婚したことにより改めて申請は必要でしょうか。 
転居しておらず、世帯主変更など何もない場合は住民票は不要ですか。 ",,"婚姻により、同居人が配偶者に変わった場合は、住居届の申請が必要になります。
届出事由：配偶者同居親族等の変更/結婚として申請ください。 
転居をしていないので住民票の提出は不要です。",,同居人→配偶者・婚姻・住居届申請・転居なし・住民票不要,,,,,,,,,
faq,jukyo,,,"賃貸の契約更新になった場合、住居届の申請は必要ですか。
契約期間の更新だけで契約者の変更も何もしていません。 ",,"契約期間更新による住居届の申請は不要です。 
更新後の契約書の提出も不要です。",,賃貸更新・住居届申請不要・契約期間更新のみ,,,,,,,,,
faq,jukyo,,,"子どもが産まれました。
住居届で申請は必要ですか？",,"お子様が生まれた場合、住居届を申請してください。
事由発生年月日：出生日
届出事由：配偶者・同居親族等の変更/出生 
添付書類の提出は必要ありません。

※出生時の配偶者・同居親族の変更の申請について
通常は扶養親族異動届、児童手当のみの申請でよい運用とされておりますが、今回のように「住居届も必要ですか。」の質問には、「申請をお願いする」ご案内となりますので注意ください。",,出生・住居届・申請必要・添付書類不要,,,,,,,,,
faq,jukyo,,,"居住形態は名義人ではないが実質的に全額家賃を負担している。として転居の申請をしています。
実際には支給要件にあてはまらないので申請を取り下げたい。",,"住民票を移動して転居をしている場合は、住居届「転居」の申請は必要になります。
本申請の住居形態を「その他/上記以外」に修正していただく必要があります。
・ステータスが「確認まち」、「差戻し」であれば職員から修正可能です。
・ステータスが「確認中」の場合、お日にちをいただきますが、差戻ししますので、修正し再度「申請」ボタンを押下ください。

※認定メモに入力し、SV捕以上に連携ください。
※受領している添付書類については、申請に不要となる賃貸借契約書と支払に関する書類は職員ご本人様に返却します。",,居住形態誤り・取り下げ・住居種別変更・ステータス,,,,,,,,,
faq,jukyo,,,同居の家族が引越ししました。住居届の申請は必要ですか？,,"同居親族の情報に変更がある場合は、「配偶者・同居親族の変更」の申請が必要になります。 
添付書類の提出は必要ありません。",,同居家族引越し・配偶者同居親族の変更・申請必要,,,,,,,,,
faq,jukyo,,,"産休中の職員が引越しをしました。
本人から住居届の申請を行うことができません。
どのように手続きを行えばよいですか。 ",,"休職中の職員の原則労務主管課での紙申請となりますが、職員本人のご了承のうえ庶務事務システムから代行申請をすることは可能です。 
どちらで申請されるかはご所属の判断となります。 ",,産休中・住居届・代行申請・労務主管課・紙申請,,,,,,,,,
faq,jukyo,,,"現在、住居手当は契約者ではないが実質的に家賃を全額支払っている区分で受給しています。 
家賃を支払わなくなった場合は、どのように申請したらよいですか。 ",,"事由日：家賃を支払わなくなった日の翌月の初日
届出事由：その他/支給区分の変更 
居住形態：借家・借間/その他上記以外 

他の必要箇所を入力して申請してください。 
添付書類は不要です。",,実質家賃・支払停止・支給区分変更・事由日・翌月初日,,,,,,,,,
faq,jukyo,,,"結婚と転居を同時におこないました。
申請は転居と配偶者・同居親族の変更と2つの申請が必要になりますか。",,"申請は分けなくてよいです。
届出事由を「転居」として申請ください。",,結婚・転居同時・1申請・届出事由・転居,,,,,,,,,
faq,jukyo,,,"本市職員（同性）とルームシェアします。 
同居人が賃貸借契約書の契約者になります。
自分は契約者ではありませんが、住居手当の支給対象になりますか。 ",,"同性の本市職員と同居ですが、入電者は契約者ではないため、両者ともに受給できる支給要件を満たしておりません。

届出事由：転居 
居住形態：借家・借間/その他上記以外の申請となります。

※入電者が「実質的に家賃を全額負担している場合」は支給要件をみたします。
ただし、同居人の名義人である職員は家賃を負担していないことが明らかであるため　支給の要件から外れます(非支給となります)。本市職員同士で、どちらも住居手当を受給することはできません。",,同性・ルームシェア・住居手当支給対象外・実質家賃,,,,,,,,,
faq,jukyo,,,職員が転居をしていますが、ＤＶの関係で住民票を異動していません。 転居の添付書類として住民票以外にどのような書類の提出が必要になりますか。 ,,"住居届は住民票住所を登録していただくものです。
住民票を移さずに転居されたのであれば住居届の申請は必要ありません。",,DV・住民票異動なし・転居・申請不要,,,,,,,,,
faq,jukyo,,,"母が所有している住居に転居を検討しています。 
親からの借受は原則認められないとのことですが、例外はあるのでしょうか。 
書類を出しても認められないことがあるのですか。 ",,"親族からの借受は原則認められません。 
要件を満たしている場合に特別に認められることもあります。
・貸主が申請者および配偶者の扶養親族ではないこと。 
・貸主と申請者が同居していないこと。
・第3者に貸せるような建物である
など、他にも確認事項があります。 

添付書類として
・貸主、借主（申請者）双方の住民票 ※どちらかは世帯全員、続柄記載、3ケ月以内、公印
・賃貸借契約書 
・借主（申請者）が居住している登記事項証明書 (登記簿謄本、抄本)
・家賃の支払証明書類（連続３ヶ月分） 

お問合せの段階では認定可否についてはご案内できません。 
確認の結果で認められない場合もあることはご了承ください。",,親所有・親族借受・原則不可・例外・要件,,,,,,,,,
faq,jukyo,,,"住居届を申請し現在手当を受給しています。 
契約者は私でしたが諸事情により名義人を妻に変更しましたが、家賃は私が以前から全額負担しています。 
申請は必要になりますか。 
住民票の世帯主は変わっていません。妻は民間に勤めています。 ",,"名義人から実質家賃への支給区分変更の申請ができます。
届出事由：その他/支給区分の変更 
居住形態：借家・借間（実質的に家賃を全額負担している）
添付書類 ：賃貸借契約書 （名義人変更後の）
　　　　　　　  連続３か月分の家賃支払証明（名義人が変更になってからの）
 
下記のいずれかの書類が必要となります。 転居していない場合は住民票の提出は不要です。
(1)職員の口座から家賃を全額引き落としされている場合：
　・口座振替依頼書の写し
　・引落口座の写し：
　　-金融機関、口座番号、口座名義人が記載されているページ
　　-家賃が全額引き落とされていることが確認できるページ（連続3か月分）
(2)職員が振込により支払いしている場合：
　　・振込書等の写し（連続3か月分）
(3)職員が現金で支払いしている場合:
　　・職員名の領収書の写し
　　　（連続3か月分、受取人の氏名が記載されているもの）
(4)職員のクレジットカードで支払いしている場合：
　　・家賃をクレジットカード払いで申し込んだことがわかる書類
　　・クレジットカードの引落口座が申請者本人名義であることがわかる書類
　　・家賃がクレジットカードで支払われていることがわかる書類（連続3か月分）
※ インターネットバンキングの場合は、上記が確認できるWEBページを印刷して提出
※ 事由が発生した時点で速やかに庶務事務システムにて届出を行って下さい。後日、3か月分の書類がそろい次第、センターへ送付してください。(※後日提出する場は、送付票にその旨メモをして下さい。)申請日及び書類の内容に応じて認定されます。",,名義変更・支給区分変更・実質家賃・3か月分・賃貸借契約書,,,,,,,,,
faq,jukyo,,,"転居はしていません。
住民票の世帯主を父から自分に変更しました。
申請は必要ですか。
",,"世帯主の変更の申請が必要です。

事由発生年月日：住民票の世帯主を変更した日
届出事由：その他/住居種別(世帯主)の変更

添付書類はありません。",,世帯主変更・申請必要・届出事由・添付書類なし,,,,,,,,,
faq,jukyo,,,"電話番号のみ変更になりました。
申請は必要ですか。",,"電話番号のみ変更の申請は必要ありません

※電話番号の入力は必須入力ではありません",,電話番号変更・申請不要,,,,,,,,,
faq,jukyo,,,"住所の変更はありませんが、郵便番号のみ変わりました。
申請は必要になりますか。",,"住居届の申請が必要です。
新しい郵便番号がシステムに反映されるまでお時間があかります。
新しい郵便番号が反映されてから申請ください。

事由発生年月日：郵便番号が変更になった日
届出事由：その他/郵便番号の変更

添付書類はありません。",,郵便番号変更・申請必要・システム反映後,,,,,,,,,
faq,jukyo,,,"同棲の時は世帯分離をしていましたが、婚姻をしたので同一世帯にかわります。転居はしていません。
自分は世帯主に変わりはありませんが、申請は必要になりますか。",,"世帯分離から同一世帯に変更された場合、住民票の世帯主として変更がなければ申請は必要ありません。
今回は婚姻の事実があるので、配偶者・同居親族の変更の申請が必要になります。

届出年月日：婚姻日
届出事由：配偶者同居親族の変更/結婚",,同棲→婚姻・世帯分離→同一世帯・婚姻の申請必要,,,,,,,,,
faq,jukyo,,,住所の番地が5桁ですが、4桁までしか入力できません。 ,,"番地入力欄は４桁までの入力になります。
番地入力欄は必須入力になるので「0」と入力し、枝番入力欄は空欄としてください。
方書欄に住民票通りの住所を全角文字で入力してください。",,住所番地5桁・入力制限4桁・方書・入力方法,,,,,,,,,
faq,jukyo,,,"賃貸借契約書に所有者が記載されていません。 
入力はどのようにしたらよいですか。 ",,貸主と同じ情報を入力してください。 ,,賃貸借契約書・所有者記載なし・貸主同一,,,,,,,,,
faq,jukyo,,,"庶務担当です。
職員が転居の住居届を申請をしました。
住民票と確認すると住民票にはマンション名は記載されていません。
入力画面にはマンション名まで入力されています。
このままでもよいですか。",,"住所欄は住民票記載通りに入力ください。
職員から修正できなければ、そのままでかまいません。
センターにて住民票を確認し修正させていただきます。",,住民票・マンション名記載なし・住所入力・センター修正,,,,,,,,,
faq,jukyo,,,住居届の住所欄ですが、建物名の正式名称が長すぎて入力できません。省略してもよいですか。,,"建物名の入力(方書)欄は全角20文字までです。
建物名は省略いただけますが、部屋番号は必ず入力ください。",,建物名・方書・20文字・省略・部屋番号,,,,,,,,,
faq,jukyo,,,"電話番号の入力は必要になりますか。
また、電話番号の変更の申請は必要ですか。",,"電話番号の入力は任意です。
電話番号のみの変更は申請不要です。",,電話番号・任意入力・変更申請不要,,,,,,,,,
faq,jukyo,,,2世帯住宅に引っ越しするのですが同居親族欄は全員入力が必要ですか。 ,,"同居している全員をご入力ください。 

※同居親族は、世帯分離していても入力は必要です。
※2020年7月より住民票は世帯全員記載のなくても提出可のため、職員から入力を省略されても確認するすべはありません。「ご入力ください」のお願いでの案内でよいです。
ただし、同居親族に横浜市職員がいる場合は必ず入力が必要になります。",,2世帯住宅・同居親族欄・全員入力・世帯分離,,,,,,,,,
faq,jukyo,,,"家族情報を入力していますが、入力欄が４行しかありません。
４人以上いる場合はどのように入力できるのでしょうか。",,"家族情報欄は一度に入力できる人数は４人までとなります。
入力できない同居親族については、更に同一の届出事由の住居届を申請し入力ください。",,家族情報・4行制限・4人以上・複数申請,,,,,,,,,
faq,jukyo,,,"住居の購入に伴い、自分だけ住民票を移しました。 
配偶者欄と同居の親族欄の入力はどうしたらよいですか。 
住民票のみ移しただけで元の住所で同居しています。 ",,"住民票の記載通りに入力してください。
配偶者欄の配偶者の有無は有にチェック。
配偶者様の情報を入力して、同居の有無は「無」として入力ください。 
同居親族欄は入力不要です。 ",,住民票のみ異動・配偶者欄・同居なし・入力方法,,,,,,,,,
faq,jukyo,,,最後の申請ボタンを押すと何度やっても『エラー：配偶者のカナ氏名は全角で・・・』と表示され申請できません。,,半角のスペースか何か入っている可能性があるので、配偶者カナの入力欄を一度全部削除してから入力しなおしてみてください。 ,,エラー・配偶者カナ氏名・全角・半角スペース・再入力,,,,,,,,,
faq,jukyo,,,"家族情報欄に入力が必要と差戻しになりました。 
間もなく氏名が変わる予定ですがどのように入力したらよいですか。 ",,事由発生年月日時点の住民票表記どおりに入力してください。,,差戻し・家族情報欄・氏名変更前・住民票表記,,,,,,,,,
faq,jukyo,,,"UR賃貸です。 
賃貸借契約書に契約期間が書いてありません。 ",,"賃貸借契約書中面の第3条に契約期間ついて記載されています。
ご確認ください。
※「入居開始可能日から起算して1年とする」が記載されています。",,UR賃貸・契約期間記載なし・第3条,,,,,,,,,
faq,jukyo,,,「貸主」が「●●不動産」の場合、続柄は「その他」を選択すればよいですか。 ,,はい。続柄は「その他」を選択してください。,,貸主・不動産会社・続柄・その他,,,,,,,,,
faq,jukyo,,,所有者が会社となっていますが、個人名ではなくてもよいのでしょうか。 ,,契約書に所有者の記載があれば、個人名ではなくてもよいので契約書どおりに入力してください。,,所有者・会社名・個人名不要・契約書通り,,,,,,,,,
faq,jukyo,,,"同居人が増えたので「配偶者・同居親族の変更」の申請をします。 
居住情報(所有者、貸主、借主、契約期間、家賃）の入力も必要になりますか。 ",,"居住形態が「借家・借間」の場合で支給対象の要件を選択している場合は入力が必要です。
非支給の要件（再任用職員、その他/上記以外）であれば入力は求められません。",,同居人追加・配偶者同居親族の変更・居住情報入力・支給区分,,,,,,,,,
faq,jukyo,,,申請ボタンを押すと｢住所」の番地及び方書等は特殊文字（&<>~'）は入力禁止です。」とエラーになってしまう。 ,,"ローマ数字や外字などの特殊文字を入力されていませんか。
ローマ数字部分は数字にて入力して下さい。外字は他の字で入力して下さい。",,エラー・特殊文字・番地・方書・ローマ数字,,,,,,,,,
faq,jukyo,,,"住居表示が変更になり入力をしています。
郵便番号を入力していますが新住所が表示されません。
自治体からは郵便番号の変更はないと通知されています。",,"郵便番号検索にて表示されない場合、カナ入力にて検索ください。
カナ入力にて検索された郵便番号とご認識の郵便番号を確認いただく。

※住居表示変更後の住所が正しく検索できるが、検索された郵便番号と自治体からの通知の郵便番号と異なる場合は、SV補以上に報告しＳＶからシステム担当者へ確認を行います。",,住居表示変更・郵便番号検索・カナ入力・郵便番号不一致,,,,,,,,,
faq,jukyo,,,家賃の欄は共益費を除くとなっていますが、管理費も除いた家賃を入力するればよいですか。 ,,"管理費も除いた家賃のみの金額を入力してください。

賃貸借契約書には合計金額が記載で、支払金額内訳書が別途ある場合は、支払い内訳書もご提出ください。

内訳書等の書類がない場合、自由書式でよいので「申出書（所属・職番・氏名・押印あり）」を作成いただき、「内訳」を記入のうえ提出してください。 
",,家賃・共益費・管理費・除く・金額入力・内訳書,,,,,,,,,
faq,jukyo,,,"賃貸借契約書に「家賃」と「割引家賃」と二つ記載されています。
どちらを入力すればよいですか。",,"「家賃」の金額を入力してください。

※UR(都市機構)賃貸住宅では、割引キャンペーンがあるようです。",,家賃・割引家賃・UR・入力金額・家賃のみ,,,,,,,,,
faq,jukyo,,,契約期間が自動更新のため、古い契約期間の賃貸借契約書しか用意できません。また契約期間は更新後の期間を入力すればよいですか。,,"契約期間は当初の契約開始日～直近更新後の契約終了日を入力ください。
この期間中に事由発生年月日が含まれていることが必要です。",,自動更新・契約書・契約期間入力・最新更新日,,,,,,,,,
faq,jukyo,,,"契約期間が自動更新になります。
そのため提出する賃貸借契約書の契約期間が契約当時に古い日付になります。
このまま提出してもよいですか。",,"賃貸借契約書に「自動更新」が記載されているページのコピーも添付書類としてお送りください。

※UR賃貸住宅の場合、第3条２に「～同一条件で1年間更新される～」の記載
※自動更新でることが分かる別紙資料可
※賃貸借契約書に記載がない、別紙資料もない場合は、申出書(フリー形式)を記載いただく。
自由書式でよいので「申出書（所属・職番・氏名・押印あり）」を作成いただき、「自動更新である」ことを記入のうえ提出してください。",,自動更新・賃貸借契約書・古い日付・自動更新記載ページ,,,,,,,,,
faq,jukyo,,,"借家借間に転居し住民票も移動しました。 
賃貸借契約書の発行に時間がかかりそうです。 
手元には重要事項説明書があります。申請できますか。 ",,"重要事項説明書は添付書類として認められません。
賃貸借契約書が用意でき次第、送付票と合わせてセンターへお送りください。

システムからの申請は事由発生年月日から15日以内の申請をお願いしています。
重要事項説明書を基に入力内容を確認できるのであれば、先に入力していただくこことは可能です。",,転居・賃貸借契約書発行遅れ・重要事項説明書不可・申請期限,,,,,,,,,
faq,jukyo,,,"賃貸借契約書の「賃主欄」に押印がないと差戻しになっています。 
印字の契約書ですが押印が必要になるのでしょうか。 ",,"賃借に双方の署名または押印が必要になります。 
賃貸借契約書が印字のみである場合、契約書の賃貸人欄に署名または押印をしていただけるように賃借人(不動産会社)へご相談ください。

※賃貸借契約書の新たに作成するまでは求めていません。今ある賃貸借契約書の「賃貸人」欄に署名または押印いただくようにご案内ください。",,賃貸借契約書・押印なし・賃貸人欄・署名押印必要,,,,,,,,,
faq,jukyo,,,5月に申請した住居届で使用した住民票を別件の申請で再利用したいが返却されますか。,,"認定完了後に労務主管課へ返却されます。
また、別件とのことですが発行から3か月以内で該当すれば再利用していただけます。 

※ご提出いただいた住民票に個人番号が記載されていた場合、労務課へ提出いたします。
職員へ返却されるのは個人番号を塗りつぶしたコピーになります。",,住民票・返却・3か月以内・再利用・個人番号塗り消し,,,,,,,,,
faq,jukyo,,,"現在同居人がいますが住民票は世帯分離しています。 
住民票は同居人の分も提出するのでしょうか。 ",,世帯分離している同居人の住民票は不要です。,,世帯分離・同居人・住民票不要,,,,,,,,,
faq,jukyo,,,賃貸借契約書を提出するようにとのことですが、契約書が冊子になっていて10ページほどありますが、全てコピーを取って提出すればよいのでしょうか。 ,,"・物件の住所 
・家賃 
・契約期間 
・賃貸借人双方の署名、押印 
以上が確認できるページのコピーをご提出ください。",,賃貸借契約書・冊子・提出ページ・住所・家賃・契約期間・署名押印,,,,,,,,,
faq,jukyo,,,"横浜市の要員宿舎の転居し住居届の申請をしました。
添付書類として契約書も提出すればよいでしょうか。 ",,"居住形態が「横浜市の要員宿舎」となりますので、ご提出いただく書類は住民票（申請者記載、３か月以内発行、公印）のみとなります。 
契約書の提出は必要ありません。",,要員宿舎・添付書類・住民票のみ・契約書不要,,,,,,,,,
faq,jukyo,,,"住居表示の変更の申請をしていませんでした。 
これから申請をしますが、自治体から発行された書類を破棄してしまいました。代わりになる書類はありますか。",,"住居表示変更の通知を区役所に再発行できるか確認をお願いします。

※横浜市は無料で再発行ができます。他の市区町村は分かりません。直接問合せいただく。
再発行されない場合は、住居表示の記載がある住民票のご提出をお願いします。（申請者記載、３か月以内発行、公印）",,住居表示変更・通知破棄・再発行・住民票,,,,,,,,,
faq,jukyo,,,引っ越しをして、その時には自分が賃貸借契約名義人ではなかったので非支給での申請をしたのですが、今回連続３か月分の家賃を負担したので申請をしました。 住民票も必要になりますか。,,"転居をしていない場合は、住民票は不要です。 
ご提出いただく添付書類は、
・賃貸借契約書
・実質的に連続3ケ月の家賃を負担していることのわかる支払証明書類になります。 ",,実質家賃・転居なし・住民票不要・支払証明3か月分,,,,,,,,,
faq,jukyo,,,"重要事項説明書を提出したところ、賃貸借契約書が必要と差戻しになりました。 
不動産会社に確認しましたが、契約書はなく重要事項説明書と明細のようなものがあるといわれています。 ",,"借家借間の添付書類は重要事項説明書では認められません。 
例えば、重要事項説明書に契約書と説明書を兼ねていることなど、記載されている場合は認められる場合もあります。 ",,重要事項説明書・賃貸借契約書不要・差戻し・例外,,,,,,,,,
faq,jukyo,,,居住形態が「実質的に家賃(全額)を負担している」として申請し、連続する３カ月分の支払い証明の提出が必要になりますが、そのほかの添付書類はいつ提出すればよいですか。,,"届出事由が「転居」の場合は、支払証明以外の書類を先に送ってください。 
支払証明は連続３カ月分揃い次第送ってください。

※転居により通勤届を申請している場合、住民票が提出されないと申請がその間滞ってしまいます。そのため、住民票だけでも先に提出いただくようにご案内ください。
その際、送付票の余白に「支払証明書は後から提出します」と補記ください。
",,実質家賃・3か月分・他書類先行提出・支払証明後提出,,,,,,,,,
faq,jukyo,,,"結婚をしたので住居届を申請をしたが添付書類は何か必要ですか？ 
転居はしていません。",,"配偶者・同居親族の変更の届出については、住民票は必要ありません、
システムのみの入力になります。",,結婚・住居届・添付書類不要・転居なし・家族情報のみ,,,,,,,,,
faq,jukyo,,,"家賃を全額負担することになったので申請します。
今月から支払始めましたが、支払証明は3ヶ月分必要だと聞きました。
3か月分支払終ってから申請するのでしょうか",,"事由発生日から15日以内に申請が必要となりますので、先に申請していただけます。
賃貸借契約開始日、最初に支払った月の1日のいづれか遅い日が事由発生年月日になります。
添付書類としては賃貸借契約書のコピー、連続3か月分の支払い証明が必要です。
支払い証明の送付に限っては、連続3か月分が揃ってからお送りいただければ結構です。",,実質家賃・申請期限・15日以内・支払証明3か月分・事由発生年月日,,,,,,,,,
faq,jukyo,,,"賃貸借契約の賃貸人欄の押印がされていないため差戻しになりました。
賃貸人欄に会社名と代表者氏名が印字されている場合どちら印の押印が必要になりますか。",,"住居届の賃貸人欄に入力された内容の基づいて押印ください。
会社名の場合は社判。個人名の場合は個人印を押印ください。

※賃貸借契約書では貸主が会社名のみで印が個人印であった場合、関係性が不明のため差戻しになることもあります。",,賃貸人欄・押印・差戻し・会社名→社判・個人名→個人印,,,,,,,,,
faq,jukyo,,,"口座振替書の写しの提出が必要になると差戻しになりました。 
家賃の引落としは委託業者から引き落としをしています。
不動産会社と委託業者それぞれに確認をしましたが、口座振替依頼書は作成していませんとのことです。
ほかに提出できる書類はありますか。",,"委託業者から毎月引き落とされているということであれば、委託業者と取り交わした利用申込書、または家賃集金サービス申込書・契約書のようなものがあると思いますので、申込書等のコピーの提出をお願いしたいと思います。 
また、委託業者を通して家賃の引き落としをしているという文言が契約書に記載されていれば、その部分の写しの提出もお願いします。",,口座振替・委託業者・引き落とし・申込書・利用申込書,,,,,,,,,
faq,jukyo,,,カード会社から家賃を引落されていますが、利用明細書の提出でもよいですか。,,"「利用明細書」にて
・金融機関
・支店コード
・口座番号
・口座名義人
・家賃が引落しされている行（連続3か月分）
が確認できればご提出ください。

支払口座番号が「＊」で隠され確認できない、上記内容が一つでも確認できない場合は、
・支払い口座の金融機関・支店コード・口座番号・口座名義人が確認できるもの
　（通帳表面コピー等）
・家賃が引き落とされていることがわかる通帳の写し（連続3ヶ月分）
を提出してください

また、クレジットカード会社と契約された際の「家賃立替払委託契約書（コピー）」を提出してください。 （※「クレジットカードを契約された際の家賃立替払委託契約書（コピー）」が口座振替依頼書を兼ねていた場合は口座振替依頼書不要） ",,カード会社・利用明細書・支払証明・口座番号・3か月分,,,,,,,,,
faq,jukyo,,,住民票はいつから3ケ月以内ですか。,,住民票の発行年月日が届出年月日(申請日)より3ヵ月以内の住民票が必要となる。,,住民票・3か月以内・届出年月日・申請日,,,,,,,,,
faq,jukyo,,,"転居の申請をしたところ、前住所に転居していた申請をしていなかったために申請するように連絡がありました。
添付書類として前住所に転居したことがわかる住民票を提出するようにとのことですが、今から取得できるのでしょうか。",,"住民票の記載内容についてはセンターでご案内ができかねます。
ただ、前住所の住民票の除票をご取得されると記載されていると伺っています。
詳しくは市区町村の窓口でご確認ください。

※住民票の除票とは、住民票内の全ての方が転出した場合、引越し先も記載されるので、住民票の除票を取得することにより、転出先が分かることになります。
そのため、複数回引越ししたことを証明する場合、当該市に住所があった証明（過去に住んでいたという証明）に、住民票の除票はよく使われることになります。

除票は、法令が改正され令和元年6月20日より5年間から150年間保管することになりました。
横浜市では、平成25年3月31日までの除票は保管期間が経過しているため、除票の写しを交付することはできません。
平成25年4月1日以降に除票となった場合は、150年間保管されます。",,前住所・転居未申請・住民票除票・取得方法,,,,,,,,,
faq,jukyo,,,"賃貸借契約書には所有者が載っていません。 
重要事項説明書は載っています。 ",,"重要事項説明書に所有者が載っているのであればその方を入力してください。 
但し、所有者が載っている重要事項説明書は提出不要です。 ",,賃貸借契約書・所有者記載なし・重要事項説明書・入力方法,,,,,,,,,
faq,jukyo,,,"父が所有しているマンションンに転居します。
貸主である父は海外に居住しているため住民票を取得できません。
代わりになる提出書類は何になりますか。",,"貸主の住民票を取得できない場合は
・戸籍の附票
または
・住民票の除票の写し
コピー可

※親族からの借受は原則住居手当の支給対象外になりますが、書類で確認を行うので提出が必要です。（2020/12/22　事務局確認済み）",,海外居住父・貸主・住民票取得不可・戸籍附票・住民票除票・親族借受,,,,,,,,,
faq,kyuyo,,,"口座変更はいつまでに手続きすればよいですか？
/いま申請すると、何月分の給与から変更になりますか？
/賞与(期末・勤勉手当)の振込に間に合いますか。",,"給与支給の１５営業日前までに届け出が必要です。
庶務事務システムの申請ボタンを押下すると「届出口座は、〇月の給与支給からの適用予定となります。よろしいですか。」とメッセージが表示されますので、ご確認のうえ、申請ボタンを押下してください。",,口座変更・申請期限・15営業日前・適用月・賞与,,,,,,,,,
faq,kyuyo,,,通帳を確認すると「総合口座」となっています。申請画面の預金種目どちらを選択すればよいですか。,,預金種目は「普通」を選択してください。,,総合口座・預金種目・普通,,,,,,,,,
faq,kyuyo,,,入力する桁数がわかりません。,,"銀行の場合は７桁の口座番号を入力してください。
ゆうちょ銀行の場合は８桁の口座番号を入力してください。
なお、口座番号の桁数が足りない場合は、先頭に「0」を追加してください。",,口座番号桁数・銀行7桁・ゆうちょ8桁・0補填,,,,,,,,,
faq,kyuyo,,,ゆうちょ銀行の申請を行い、支店コードが異なる理由で差戻しになりました。支店コードはどれを確認すればよいのですか。 ,,"ゆうちょ銀行の場合は、支店コードではなく「記号」と記載されている番号を入力いただきます。 
通帳やキャッシュカード記載の頭が「1」、末尾が「0」の5桁の数字を入力してください。",,ゆうちょ銀行・支店コード・記号・差戻し,,,,,,,,,
faq,kyuyo,,,登録されている給与口座を削除したいです。,,申請画面にて、振替先に登録したい口座のみを入力してください。現在の登録内容から上書きされますので、削除したい口座は入力しないでください。,,給与口座削除・上書き・登録変更,,,,,,,,,
faq,kyuyo,,,"★★銀行が5/1から「◆◆銀行」に変更になります。
金融機関コードと名称が変更になります。 
申請は必要ですか。 ",,"申請の要否を確認し折り返しご連絡いたします。

※金融機関コードが変更になる場合は申請が必要ですが、金融機関の統廃合等での変更の場合は、一括処理を行う場合がありますので、折返し対応としてください。
一括処理が行われる場合は、職員からの申請は必要ありません。 ",,銀行名変更・金融機関コード・申請要否・一括処理,,,,,,,,,
